text,label
"kh jahan uske mata ya pita ka vivah astitv men nahin hai vahan us mata ya pita ke shuddh dhan men sammilit ki jaengi jisne aay-kar adhiniyam ki dhara 3 men paribhashit poorvavarsh men avayask sntan ka bharanposhan kiya hai, aur jahan aesi kori aastiyan mata ya pita men se kisi ek ke shuddh dhan men ek bar sammilit kar li jati hain vahan aesi kori aastiyan, kisi uttaravarti varsh men mata ya pita men se kisi any ke shuddh dhan men tab tak sammilit nahin ki jaengi jab tak nirdharan adhikari ka, us mata ya pita ko sunvari ka avasar dene ke pashchat, yah samadhan nahin ho jata hai ki aesa karna aavashyak hai
",2
"computer graphics aur animated aankare ke sath whole film proceeds
",1
"ye tumhare lord ki taraph se kafi reward aur sila hai
",2
"moolta soory shashthi vrat honeke karan ise chhath kaha gaya hai.
",1
"agar apne raja ki bat ko manne se inkar karta hai to uske tatha uske lives snbndhiyon ki life jati lord
",2
"vinay ke bare men haran baboo us din jo ishara kar gaye the, vah bhi unhen yad aaya.
",1
"awaits such people ki tarah n ho jana jo vibhed men par ge, aur iske pashchat ki unke pas clear evidence aa chuki thi, ve vibhed men par ge. ye vahi log hai, jinke lie bari ghor yatna hai. yah yatna us din hogi
",0
"yah movement vastav men , british ke rule ka takhta palatne ke lie india ke andar revolt ko aayojit karne men afghanistan aur turkey ki governments ka support hasil karne ki ek plan thi.
",2
"usne kaha, ae mere rab! phir too mujhe us day tak ke lie muhallat de, jabki log jivit karke uthae till
",1
"smallest se smallest absolute value , jis par normal line kar sakte hain
",2
"unhen october 1932 men sthapit muslim conference ka president bhi banaya gaya.
",1
"madras high court enrolment of women men bhi agrni raha.
",1
"isapar uski aum ke sardar , jinhonne inkar kiya tha , kahne lage ,  hamari drishti men to follow hamare hi jaise aadmi ho aur ham thee hai ki bas kuchh aese people hi tumhare anuyayi hai jo pahli spasht men hamare yahan ke opinion chiefs ham apne muable men tummen koee baraee nahin thee , balki ham to tumhen jhootha samajhte chiefs
",0
"farooq hurriyat aur delhi ke gair-sarkari extent ke bich chalti talks se kuchh nervous hain
",0
"pareshan-aadhar par bheja gaya mal pareshiti ke suraksha v dharita men rahta hai.
",1
"use ek unregistered ship ke phalak par arrested kiya gaya
",0
"kripya ek float value bharen    1
",2
"usne yah anuman lagaya hai ki congo ka nuksan
",0
"parantu potassic entire ke respect men country men potassic ka koee exploitable karne yogy jnjat reserves nahin hai aur in fertilizers ki samast requirement imports ke madhyam se poori ki jati hain.
",2
"1 ye niymit defined time frame nahin karti hai
",1
"kyonki ham kah sakte hain ek sau sat sau aur bis-tin men jana hoga.
",1
"sabhi folders men naye messages ke liye janchen _ h
",1
"chhote chhote shishu udyog is period ke mukhri-oonshchhsh-y shishu industries men sugar , paper aur principal ki mention ki ja sakti hai
",1
"congress ne yonja ko asngat called
",1
"urine men uric presence me upalabdh excess matra.
",1
"aap jante hain , mera work prbhavit hai
",2
"tab hamne uski or inspiration ki ki  ark aankhon ke kind aur ark inspiration ke anusar nauka family aur phir jab hamara decree aa jae aur toofan umar pare to pairs prjati men se ek-ek jora usmen load le aur apne logon ko bhi , sivay unke jinke viruddh pahle faisla ho chuka hai. aur atyachariyon ke vishay men mujhse word n karna. ve to doobakar rahenge
",2
"unhone apni demand ko dohraya ki earth ke nuclear prakshepnastron ko bekar aur nasht kar diya jae.
",0
"kisi proposal, speech, book athva presentation ityadi ke lie taiyar kiya gaya prarambhik khakapraroop.
",1
"us kid ke vishay men jise paper mila
",1
"in laboratories men total men 131 lakh samples ki janch karne ki capacity hai.
",1
"svargiy pooranachandr gupta kabhi bhi apne samacharapatr samnt banne ki apni ichchhashakti se nahin dagamgae.
",2
"things hain jo kaphi sharirik roop se maujood nahin tha insurance, stks aur bonds, udyam sphtveyar ki tarah,
",2
"paramprik roop se velding ko vinirman ke sadhan ke roop men upyog kiya gaya hai.
",1
"binoy baboo-raj hai , yah janakar hi to unse kahoongi.
",1
"use wind ki aavaj sunaee di aur feet ke niche stones bhi mahsoos hue.
",1
"tumhare pas apni cord hai n.
",1
"yadypi prastav sadan ki vibhinn karyvahiyon se snbndhit hote hain tathapi unhen tin prmukh shreniyon men rakha ja sakta hai, arthat mool sabstentiv prastav, sthanapann sabastityoot prastav aur sahayak sabsidiyri prastav
",1
"keval way milky men hi 40,000 crore stars hai.
",0
"yadi aap nee empty project banane ke lie chunte hain, sabhi file selection nasht ho jaenge
",0
"folder properties pane men viphla  s
",0
"44 varsh purana javaharlal nehroo vishvvidyalay bharat aur videsh men ek alag tarah ke vishvvidyalay ke roop men suvikhyat hai.
",2
"taj mahal vastav realty the temple hai
",1
"jabki nirmoolan samayabaddh lakshy. pichhle chhah decades men poverty ka ratio 60 cent se adhik ki last dar se less hokar30prtishat se niche aa chuka hai.
",0
"4k poornta poort ya dharmik pryojan ke lie ya bhagta aese pryojnon ke lie nyas ya any vidhik badhyta ke adhin dharit sampatti se udbhoot aay, ya dhara 2 ke khnd 24 ke upkhnd iik men nirdisht svaichchhik abhiday ke roop men aay prapt karne vala har vyakti, yadi vah sakal aay, jiski babat vah prtinidhi nirdhariti ke roop men nirdharniy hai, is pryojan ke lie sakal aay dhara 11 aur 12 ke upbndhon ko lagoo kie bina is adhiniyam ke adhin sngnit ki jaegi us adhikatam rakam se adhik hai jo aay-kar se prbhary nahin hai, to vihit prroop men aur vihit riti men satyapit karke aur aesi any vishishtiyan dete hue, jo vihit ki jaen, poorvavarsh ki aesi aay ki vivarni dega aur is adhiniyam ke sabhi upbndh, yathashaky, is prkar lagoo honge mano vah updhara 1 ke adhin die jane ke lie apekshit vivarni ho.
",2
"eks sarvar prarnbh karne ki koshish men trutiyan hueen
",0
"breast cancer, love of lebanon ke lie, peace ke lie,
",2
"oopar sikhara bhi square raha hoga
",2
"aur ahle kitab men se kuchh log to aese zaroor hain jo uda par aur jo kitab tum par nazil huee aur jo kitab unapar nazil huee sab par eeman rakhte hain uda ke aage sar jhukae hue hain aur uda ki aayton ke small price si imat duniyavi fayde nahin lete aese hi logon ke vaste unke paravardigar ke yah achchha badla hai beshak uda bahut jald hisab karne vala hai
",2
"ativishisht vyaktiyon vi aaee pi ke istemal ke lie home ministry ko north kshetr hetu helikptar upalabdh karaya gaya hai.
",2
"yadi ise adhyapkon ke training is made ang man liya jae, to ham bachchon ko sharirik, mental and emotional aavashkaytaon ki poorti ke lie, adhyapkon ko ek naya aur moolyvan sadhan de paenge.
",2
"aur  servants rasool  hamare bandon men ibrahim aur ishaq aur yakoob ko yad karo jo power aur insight vale the
",1
"islie A se, ham e ke parosiyon men dekho B aur c A ke parosi hain
",1
"snow leopard himalayas men blue sheep ka hunts karta hai.
",1
"location  s exist nahin hai
",1
"shigr hi mansinh british ke sath terms baji karne tatya tope laga.
",1
"s  ka  s yah punarnamakaran nahin kar sakaa  s
",1
"tumhe kya chiz saknr  jahannam  men le aaee
",0
"aapne is memo men changes kiya hai lekin abatak saheja nahin hai
",0
"usne to bengal ko didn liya tha n
",1
"signature prmanit karte samay error  s
",0
"india bhartiy services ke employees ko special due ke karan rules grant ke lie niyam.
",2
"itni clear batchit honeke bad dubara mainne yah subject dokke samne explanation nahin chhera.
",2
"suchrita ne dharake se shut the kitchen band kar diya aur pharsh par baith gee.
",0
"hamne ise haeeve 1 par san phransisko se ls enjeles tak chalaya hai
",1
"shown hai ki jo people len-den vale economic games people who punish dete hain,
",0
"chahe jis karan bhi ho ham koi aesi vastu chahte hain jiska ham sparsh kar saken, jisen dekh saken aur jiske samaksh shraddhapoorvak vinat ho saken.
",2
"correct initial state learned 17-bit LFSR ke lie, ham bhi karna hoga
",1
"ek aur revolutionary action bhi , jo months earlier pahle ki gee thi , place hai
",1
"1 decided number me formed nahin huaa
",2
"aesi institution jo academic education upalabdh karati hai
",1
"vahan first dafa ki death ke hell unko death ki therein chani hi n paregi aur uda unko doza ke azab se mahphooz rakhega
",0
"atlas ke texture ko image file men badal kar dump karen
",0
"issuer  s vishya  s fingerprint  s signature  s
",1
"yah revelation hai bare kripashil, atyant dayavan ki or se,
",2
"ve afternoon men sote hain, aur mujhe zaroori jana hai
",1
"aur baz bande aese hain ki jo duaa karte hain ki ae mere palne vale mujhe duniya men neamat de aur aairat men savab de aur punishment of fire se bacha
",2
"pharook hrriyat aur dilli ke gair-sarkari ongoing secret talks chalti batchit se kuchh bechain hain
",0
"aandolan men n keval shri bhatt ke priy gaval ke vriksh balki vishvabhar ki sari srishti bhi shamil hain.
",2
"18 vah knpni jismen public are substantially hai- kisi knpni ko aesi knpni, jismen janta82 paryapt roop se hitabaddh hai, tab kaha jata hai jab
",1
"command chalane se pahle wait karen jab tak ki window show ke lie kaha jae
",1
"main bhi ek zamane main anjan tha
",2
"everything chij harakat men thi-oopar , niche , dayen , bayen , samne.
",1
"lekin mammi vah johan jaisa good to nahin hoga.
",2
"today yah karnataka ke industry , vyapar tatha service kshetr ka ek premier organization hai.
",1
"is daur men likhi manik ki ek remarkable stories hai alaukik laukikta.
",2
"is sensitivity record ke bad bhi public government cair  e  aaee  aar ko general roop se islam ko prtinidhi manti page white haus ise karyakrmon men bulata hai , rajy department ne iske web prishthon ke links diye hain aur democratic senators iske research par nirbhar karte hain. nyooyark shahar men iske sadasy ko manvadhikar commission men niyukt kiya jata hai aur police iske diversity training ki nigrani karti page
",2
"yadi ise teachers ke training ka anivary child man liya needs , to ham bachchon ko physical , mental tatha bhavnatmak aavashkaytaon ki poorti ke lie , teachers ko ek new aur valuable sadhan proper paenge.
",2
"jo kuchh vah pichhe chhorakar aaya hai , uske bare men ekadam kuchh n sochna uske lie bahut difficult tha.
",0
"guide dvara ek weapon ke roop men knife ka istemal kiya gaya tha.
",0
"anyatr ,  indian society dvara badalte hue period ke sath  apni value system men utter confusion ke symptoms  ke prti surprise prakat kiya.
",2
"tum neki aur vafadari ke darje ko nahin pahunch sakte, jab tak ki un chizo ko allah ke marg men rch n karo, jo tumhen priy hai. aur jo chiz bhi tum rch karoge, nishchay hi allah ko uska jnjan hoga
",2
"halanki ve unapar koee guardians karnevale banakar nahin bheje ge the
",1
"doctor ne apne clinic ke prtiksha room men smoking ki sakht manahi kar di.
",1
"month mas ki saghan kali amavasya ki vah ratri candle was lit se jagamga uthi.
",1
"ek message men president ne kaha haia
",1
"1   2 ne is channel ko chhora    3
",0
"to mera question hai , ki yadi ye europe men kiya ja sakta hai ,
",1
"march 2010 men vice joe biden , clinton aur obama ne ek president phir jerusalem ke sath same fight than weeks aur is president vishesh roop se jerusalam ke sath. is president to administration ko apni foolishness se kadam jones khinchne men keval chhah saptah house jaisa ki washington institute men james jons ke speech aur white haus par elie wiesel ke bhojan se snket mila.
",0
"surdas has written men aachary ramchndr shukl ne likha hai- vatsaly ke kshetr men jitna adhik uddhatan soor ne apni bnd aankhon se kiya itna kisi or kavi ne nahin.
",2
"yah cyber city tabhi se chaloo operational
",1
"jahan aphgan state ka poora revenue
",1
"yahi adhikadhik skin cells ka jharav tvcha par lesions of psoriasis paida kar deta hai.
",1
"aap adhik se adhik hearing men do witnesses la sakte hain
",1
"computers se jude hue snganak exchange me computers rules   ke jarie information ka aadan-prdan karte hai.
",1
"usmen, usual jaisa hota hai, malaen pahnaee gee aur speeches aadi hue.
",1
"phrans men is ek flash and brings bijli ki tarah phail jati hai aur disillusioned people se mut hokar garv mahsoos karte hain
",2
"aap logon ke chhorne ki sambhavna, aap logon se jyada hai.
",1
"status bar ka display toggle karen
",1
"iranian government dvara sponsored ek radio station ne crucial prasanntapoorvak bhavishyvani ki ki uske brand ka militant islam united men ameriki authorities ke sath mahatvpoorn aur dangerous confrontation ko protsahit kar dega.
",0
"pumping system water ko open kuen , borvel , jal-dhara , pond , canal aadi se draws hai.
",2
"expenditure  nimnlikhit ke connection men vyay
",1
"Marcus Bains Line ko time bar men dikhane ke lie color  default roop se marcus
",0
"inka first un matters se tha jo 1962 aur 1971 men udghoshit emergencies upbndh pahle aur doosre aapato ke dauran periods hue.
",1
"ise 1856 men legislative council ke samaksh prastut kiya gaya aur1860 men parit kiya gaya.
",1
"kaise vo sochte hain ki kahan flag badal gaya hai
",1
"ict men kofi annan centre ऑph eksilens men vyakhya karna mere lie ek pleasure anubhooti great
",2
"yadi yah option is checked hai, har naya drishy code folding ke display marks, yadi code folding upalabdh hai
",1
"third , forms roop se islamism ka marxism aur leninvad se forms aur philosophic ties hai. egyptian ke islamist thinker sayyid kutb ne history ke marxist vikas ke stages ki notion ko svikar kiya tha aur ise matr islamic svroop diya aur unhonne bhavishyvani ki thi ki capitalism aur kamyunijm ke collapse ke leaders eternal islamic era aayega. 1978-79 ki iranian revolution ke pichhe key intellectual vyakti ali shariati ne che qutb , translated sartre aur jin pal sartar ka pharsi men anuvad kiya tha. isse bhi vistrit roop men iranian analyst azar naphisi ne paya ki islamism ,  apni language , uddeshy aur prerna marxism ke najuk svroop se leta hai jitna ki yah religion se. iske neta lenin , sarter , stalin aur phainon se bhi prbhavit hain jaise prophet se  .
",2
"cash rin aur overdraft par prbhavit interest rate bank credit ki rate se apekshakrit bahut much hoti hai.
",2
"malashay-avagrhantradarshan disease ki janch ke lie doctor dvara pryog kiya jane vala ek bahut hi important instrument hai
",2
"namaz ka aayojan prayer aur zakah do aur rasool ki aajnja ka palan prayer , taki tumapar mercy ki jae
",2
"tos RTP ef packets par service type  TOS   is byte ko network ke dvara saman level ki service gunavatta  QoS  dene ke lie pryog ki jati hai  default value 184  0xB8  corresponds forwarding  EF  PHB ke tadnuroop hai jaisa ki RFC 3246 men paribhashit hai
",2
"yadi aap smoke pite hain , to dhoomrpan n karne ke vale ke sthan par aap ko half times adhik dil ka daura parne ki sabhribhavna hai
",2
"yah vah pivot hai , jo country ke political system ki ninv hai
",1
"accounting ke lie common software ko nabard dvara antim roop diya gaya aur ise karyanvayan ke lie 20 states ko bhej diya gaya hai
",1
"kalpna ji fly into space vali pratham bharat woman to fly thin aur antriksh men urane vali bhartiy mool ki doosri vyakti thin.
",1
"drainage ki basin land ke ant men hoti extent
",1
"apng aur housing ke bare men policy housingpolicy_disabilitydetrgovuk
",1
"is type ki files  open kholen
",1
"installed package  s ke lie checking raha hai
",1
"mature jitna anubhvi hoga uske dvara ki gayi physical examination bhi utni hi satik hogi
",2
"yah main par bnd starts hota hai aur yah sirph hi deeper aur digging itself deeper hai
",1
